ID,Response
51591,0
51592,0
51593,0
51594,0
51595,1
51596,1
51597,1
51598,1
51599,0
51600,1
51601,1
51602,0
51603,1
51604,0
51605,0
51606,1
51607,1
51608,1
51609,0
51610,1
51611,1
51612,1
51613,1
51614,1
51615,0
51616,0
51617,0
51618,0
51619,1
51620,1
51621,1
51622,1
51623,0
51624,0
51625,0
51626,1
51627,0
51628,1
51629,0
51630,0
51631,0
51632,0
51633,0
51634,1
51635,0
51636,1
51637,1
51638,0
51639,1
51640,0
51641,1
51642,1
51643,1
51644,0
51645,1
51646,0
51647,0
51648,1
51649,1
51650,0
51651,0
51652,1
51653,1
51654,1
51655,1
51656,1
51657,1
51658,0
51659,0
51660,1
51661,1
51662,1
51663,1
51664,0
51665,0
51666,1
51667,0
51668,1
51669,1
51670,1
51671,1
51672,1
51673,0
51674,0
51675,1
51676,0
51677,0
51678,1
51679,0
51680,1
51681,0
51682,0
51683,0
51684,1
51685,0
51686,1
51687,0
51688,1
51689,1
51690,0
51691,1
51692,0
51693,1
51694,0
51695,0
51696,1
51697,0
51698,0
51699,0
51700,0
51701,1
51702,1
51703,1
51704,0
51705,1
51706,1
51707,1
51708,0
51709,0
51710,0
51711,1
51712,0
51713,1
51714,1
51715,1
51716,1
51717,0
51718,0
51719,1
51720,1
51721,1
51722,0
51723,1
51724,0
51725,0
51726,0
51727,1
51728,0
51729,0
51730,1
51731,0
51732,0
51733,0
51734,1
51735,0
51736,1
51737,0
51738,1
51739,1
51740,1
51741,1
51742,1
51743,1
51744,0
51745,1
51746,0
51747,0
51748,1
51749,0
51750,0
51751,0
51752,0
51753,0
51754,1
51755,0
51756,1
51757,0
51758,0
51759,1
51760,0
51761,1
51762,1
51763,1
51764,1
51765,1
51766,1
51767,1
51768,1
51769,0
51770,0
51771,0
51772,0
51773,0
51774,1
51775,0
51776,1
51777,1
51778,0
51779,1
51780,1
51781,1
51782,1
51783,1
51784,1
51785,0
51786,1
51787,0
51788,0
51789,0
51790,1
51791,1
51792,0
51793,1
51794,0
51795,1
51796,0
51797,0
51798,1
51799,1
51800,0
51801,1
51802,1
51803,1
51804,1
51805,0
51806,1
51807,0
51808,1
51809,0
51810,0
51811,0
51812,0
51813,0
51814,1
51815,0
51816,1
51817,0
51818,0
51819,1
51820,1
51821,0
51822,0
51823,0
51824,0
51825,1
51826,0
51827,0
51828,1
51829,1
51830,0
51831,0
51832,1
51833,0
51834,1
51835,0
51836,1
51837,0
51838,0
51839,1
51840,1
51841,0
51842,0
51843,1
51844,1
51845,0
51846,1
51847,0
51848,1
51849,0
51850,0
51851,1
51852,0
51853,1
51854,0
51855,0
51856,0
51857,0
51858,1
51859,0
51860,0
51861,0
51862,1
51863,0
51864,1
51865,0
51866,0
51867,0
51868,1
51869,1
51870,0
51871,0
51872,1
51873,1
51874,0
51875,1
51876,0
51877,0
51878,1
51879,1
51880,1
51881,1
51882,0
51883,1
51884,0
51885,0
51886,1
51887,1
51888,1
51889,0
51890,1
51891,1
51892,1
51893,1
51894,1
51895,0
51896,0
51897,0
51898,0
51899,1
51900,1
51901,1
51902,0
51903,1
51904,1
51905,0
51906,1
51907,1
51908,0
51909,1
51910,1
51911,1
51912,1
51913,0
51914,1
51915,0
51916,0
51917,0
51918,0
51919,0
51920,1
51921,0
51922,0
51923,0
51924,0
51925,1
51926,0
51927,0
51928,1
51929,0
51930,1
51931,1
51932,1
51933,0
51934,1
51935,1
51936,0
51937,0
51938,1
51939,1
51940,0
51941,0
51942,1
51943,0
51944,0
51945,1
51946,1
51947,1
51948,1
51949,1
51950,0
51951,1
51952,0
51953,1
51954,1
51955,0
51956,1
51957,1
51958,0
51959,0
51960,0
51961,0
51962,1
51963,1
51964,1
51965,0
51966,1
51967,1
51968,0
51969,1
51970,0
51971,0
51972,1
51973,0
51974,0
51975,0
51976,0
51977,0
51978,1
51979,1
51980,1
51981,1
51982,0
51983,0
51984,0
51985,0
51986,1
51987,0
51988,1
51989,0
51990,0
51991,1
51992,1
51993,0
51994,0
51995,1
51996,1
51997,1
51998,0
51999,0
52000,0
52001,0
52002,0
52003,1
52004,0
52005,1
52006,0
52007,0
52008,0
52009,1
52010,0
52011,0
52012,0
52013,0
52014,0
52015,0
52016,1
52017,0
52018,1
52019,0
52020,1
52021,0
52022,1
52023,0
52024,1
52025,0
52026,1
52027,1
52028,1
52029,1
52030,0
52031,1
52032,1
52033,0
52034,1
52035,0
52036,1
52037,0
52038,0
52039,0
52040,0
52041,1
52042,1
52043,0
52044,1
52045,1
52046,1
52047,0
52048,0
52049,1
52050,1
52051,1
52052,0
52053,0
52054,0
52055,1
52056,0
52057,0
52058,0
52059,0
52060,0
52061,0
52062,1
52063,1
52064,1
52065,1
52066,1
52067,0
52068,1
52069,1
52070,0
52071,1
52072,0
52073,0
52074,0
52075,1
52076,0
52077,1
52078,1
52079,0
52080,0
52081,0
52082,0
52083,0
52084,1
52085,1
52086,0
52087,1
52088,1
52089,1
52090,0
52091,1
52092,1
52093,1
52094,0
52095,1
52096,0
52097,1
52098,0
52099,1
52100,1
52101,0
52102,0
52103,0
52104,1
52105,0
52106,0
52107,1
52108,1
52109,0
52110,1
52111,1
52112,1
52113,1
52114,0
52115,0
52116,1
52117,1
52118,1
52119,0
52120,1
52121,0
52122,1
52123,0
52124,0
52125,0
52126,0
52127,0
52128,0
52129,1
52130,0
52131,0
52132,1
52133,0
52134,1
52135,0
52136,0
52137,0
52138,0
52139,0
52140,1
52141,1
52142,0
52143,1
52144,0
52145,1
52146,0
52147,1
52148,0
52149,0
52150,0
52151,1
52152,0
52153,0
52154,1
52155,0
52156,0
52157,1
52158,1
52159,0
52160,1
52161,1
52162,0
52163,1
52164,1
52165,1
52166,1
52167,1
52168,0
52169,1
52170,0
52171,1
52172,0
52173,0
52174,1
52175,1
52176,0
52177,1
52178,0
52179,1
52180,0
52181,1
52182,1
52183,1
52184,1
52185,1
52186,1
52187,1
52188,1
52189,0
52190,0
52191,0
52192,0
52193,0
52194,0
52195,0
52196,0
52197,0
52198,0
52199,0
52200,1
52201,1
52202,0
52203,1
52204,0
52205,1
52206,1
52207,0
52208,1
52209,1
52210,1
52211,1
52212,0
52213,0
52214,0
52215,1
52216,0
52217,0
52218,0
52219,1
52220,1
52221,0
52222,1
52223,1
52224,1
52225,0
52226,0
52227,1
52228,0
52229,1
52230,1
52231,1
52232,0
52233,0
52234,0
52235,1
52236,1
52237,0
52238,1
52239,0
52240,1
52241,0
52242,1
52243,1
52244,0
52245,1
52246,1
52247,1
52248,0
52249,0
52250,1
52251,0
52252,1
52253,0
52254,1
52255,0
52256,1
52257,1
52258,0
52259,0
52260,0
52261,0
52262,1
52263,0
52264,0
52265,1
52266,1
52267,0
52268,1
52269,0
52270,0
52271,0
52272,0
52273,0
52274,0
52275,1
52276,1
52277,0
52278,0
52279,0
52280,0
52281,0
52282,0
52283,1
52284,1
52285,0
52286,0
52287,1
52288,1
52289,0
52290,0
52291,0
52292,0
52293,0
52294,1
52295,0
52296,0
52297,1
52298,0
52299,0
52300,1
52301,0
52302,0
52303,0
52304,0
52305,1
52306,0
52307,0
52308,0
52309,1
52310,0
52311,1
52312,1
52313,1
52314,0
52315,1
52316,0
52317,1
52318,1
52319,1
52320,1
52321,0
52322,0
52323,0
52324,0
52325,1
52326,1
52327,0
52328,1
52329,1
52330,1
52331,0
52332,0
52333,1
52334,0
52335,0
52336,1
52337,1
52338,1
52339,0
52340,0
52341,0
52342,0
52343,0
52344,0
52345,0
52346,0
52347,1
52348,0
52349,0
52350,1
52351,1
52352,0
52353,0
52354,0
52355,1
52356,1
52357,1
52358,0
52359,0
52360,0
52361,1
52362,1
52363,1
52364,1
52365,1
52366,1
52367,0
52368,0
52369,0
52370,0
52371,0
52372,1
52373,1
52374,1
52375,0
52376,1
52377,0
52378,1
52379,1
52380,0
52381,0
52382,1
52383,1
52384,0
52385,1
52386,1
52387,1
52388,1
52389,0
52390,0
52391,0
52392,1
52393,0
52394,0
52395,0
52396,1
52397,0
52398,0
52399,1
52400,1
52401,1
52402,0
52403,0
52404,0
52405,1
52406,0
52407,1
52408,0
52409,0
52410,1
52411,1
52412,0
52413,0
52414,1
52415,0
52416,0
52417,1
52418,0
52419,1
52420,0
52421,0
52422,1
52423,1
52424,1
52425,1
52426,1
52427,1
52428,1
52429,0
52430,1
52431,1
52432,1
52433,1
52434,0
52435,1
52436,1
52437,1
52438,0
52439,0
52440,0
52441,1
52442,0
52443,0
52444,1
52445,1
52446,0
52447,0
52448,0
52449,1
52450,1
52451,0
52452,0
52453,1
52454,1
52455,0
52456,0
52457,0
52458,1
52459,0
52460,1
52461,1
52462,0
52463,0
52464,0
52465,1
52466,0
52467,0
52468,0
52469,1
52470,1
52471,1
52472,0
52473,1
52474,1
52475,1
52476,0
52477,1
52478,1
52479,1
52480,1
52481,1
52482,0
52483,0
52484,1
52485,1
52486,1
52487,1
52488,0
52489,0
52490,0
52491,0
52492,1
52493,0
52494,1
52495,0
52496,1
52497,0
52498,0
52499,0
52500,0
52501,1
52502,1
52503,1
52504,1
52505,0
52506,1
52507,1
52508,0
52509,0
52510,0
52511,0
52512,1
52513,1
52514,0
52515,1
52516,1
52517,0
52518,0
52519,1
52520,1
52521,0
52522,1
52523,1
52524,0
52525,0
52526,0
52527,1
52528,1
52529,0
52530,0
52531,1
52532,1
52533,1
52534,1
52535,0
52536,0
52537,0
52538,1
52539,0
52540,0
52541,1
52542,1
52543,0
52544,1
52545,1
52546,0
52547,1
52548,1
52549,1
52550,0
52551,0
52552,1
52553,0
52554,0
52555,1
52556,1
52557,1
52558,1
52559,0
52560,0
52561,0
52562,0
52563,0
52564,1
52565,0
52566,0
52567,0
52568,0
52569,1
52570,1
52571,1
52572,0
52573,1
52574,0
52575,0
52576,1
52577,0
52578,0
52579,0
52580,1
52581,1
52582,0
52583,0
52584,0
52585,1
52586,1
52587,1
52588,0
52589,1
52590,1
52591,0
52592,1
52593,0
52594,0
52595,0
52596,0
52597,1
52598,0
52599,1
52600,1
52601,0
52602,0
52603,0
52604,1
52605,0
52606,0
52607,1
52608,1
52609,0
52610,1
52611,1
52612,0
52613,0
52614,1
52615,1
52616,1
52617,0
52618,0
52619,0
52620,1
52621,1
52622,0
52623,1
52624,1
52625,0
52626,0
52627,0
52628,1
52629,0
52630,0
52631,0
52632,0
52633,1
52634,0
52635,0
52636,0
52637,1
52638,1
52639,1
52640,1
52641,0
52642,0
52643,1
52644,0
52645,0
52646,1
52647,1
52648,0
52649,0
52650,0
52651,1
52652,0
52653,1
52654,0
52655,0
52656,0
52657,1
52658,1
52659,0
52660,0
52661,0
52662,1
52663,0
52664,1
52665,0
52666,0
52667,0
52668,1
52669,1
52670,1
52671,1
52672,0
52673,0
52674,1
52675,0
52676,0
52677,0
52678,0
52679,0
52680,1
52681,0
52682,0
52683,1
52684,0
52685,1
52686,0
52687,1
52688,1
52689,1
52690,0
52691,0
52692,1
52693,1
52694,0
52695,1
52696,0
52697,1
52698,0
52699,0
52700,0
52701,0
52702,1
52703,1
52704,0
52705,1
52706,1
52707,1
52708,0
52709,0
52710,0
52711,0
52712,0
52713,1
52714,0
52715,1
52716,1
52717,0
52718,1
52719,1
52720,0
52721,0
52722,0
52723,0
52724,1
52725,0
52726,0
52727,0
52728,0
52729,0
52730,0
52731,1
52732,1
52733,1
52734,1
52735,1
52736,0
52737,1
52738,0
52739,1
52740,0
52741,0
52742,0
52743,0
52744,1
52745,0
52746,1
52747,1
52748,0
52749,1
52750,0
52751,1
52752,0
52753,1
52754,0
52755,1
52756,0
52757,0
52758,0
52759,1
52760,0
52761,0
52762,1
52763,1
52764,1
52765,1
52766,0
52767,1
52768,0
52769,0
52770,1
52771,0
52772,0
52773,0
52774,1
52775,0
52776,0
52777,1
52778,1
52779,1
52780,0
52781,0
52782,0
52783,1
52784,1
52785,1
52786,0
52787,1
52788,0
52789,1
52790,0
52791,1
52792,1
52793,1
52794,1
52795,0
52796,0
52797,0
52798,0
52799,0
52800,0
52801,1
52802,0
52803,0
52804,0
52805,1
52806,0
52807,1
52808,1
52809,1
52810,0
52811,1
52812,1
52813,0
52814,1
52815,0
52816,1
52817,1
52818,1
52819,1
52820,1
52821,0
52822,0
52823,1
52824,0
52825,1
52826,1
52827,1
52828,0
52829,0
52830,1
52831,1
52832,1
52833,1
52834,1
52835,1
52836,0
52837,0
52838,1
52839,0
52840,1
52841,1
52842,0
52843,1
52844,0
52845,1
52846,0
52847,0
52848,0
52849,0
52850,0
52851,0
52852,0
52853,1
52854,0
52855,0
52856,1
52857,1
52858,0
52859,0
52860,1
52861,1
52862,1
52863,1
52864,1
52865,0
52866,0
52867,0
52868,0
52869,1
52870,0
52871,0
52872,0
52873,0
52874,0
52875,1
52876,1
52877,1
52878,0
52879,1
52880,0
52881,1
52882,0
52883,1
52884,0
52885,0
52886,1
52887,0
52888,0
52889,0
52890,1
52891,0
52892,1
52893,1
52894,0
52895,0
52896,1
52897,0
52898,1
52899,1
52900,1
52901,1
52902,0
52903,1
52904,0
52905,1
52906,1
52907,1
52908,0
52909,0
52910,1
52911,1
52912,0
52913,0
52914,1
52915,1
52916,1
52917,1
52918,1
52919,1
52920,1
52921,1
52922,0
52923,0
52924,1
52925,0
52926,0
52927,1
52928,1
52929,1
52930,0
52931,0
52932,0
52933,1
52934,0
52935,0
52936,0
52937,0
52938,0
52939,0
52940,1
52941,1
52942,1
52943,0
52944,1
52945,1
52946,0
52947,1
52948,1
52949,1
52950,0
52951,0
52952,0
52953,0
52954,1
52955,1
52956,1
52957,0
52958,1
52959,1
52960,1
52961,1
52962,1
52963,1
52964,0
52965,1
52966,0
52967,0
52968,1
52969,1
52970,1
52971,0
52972,0
52973,1
52974,1
52975,0
52976,0
52977,0
52978,1
52979,1
52980,1
52981,0
52982,0
52983,0
52984,0
52985,1
52986,0
52987,1
52988,1
52989,0
52990,1
52991,1
52992,1
52993,0
52994,1
52995,0
52996,1
52997,1
52998,0
52999,0
53000,1
53001,1
53002,1
53003,1
53004,1
53005,1
53006,0
53007,0
53008,0
53009,0
53010,0
53011,1
53012,0
53013,0
53014,0
53015,1
53016,1
53017,0
53018,1
53019,0
53020,1
53021,0
53022,0
53023,1
53024,1
53025,0
53026,0
53027,0
53028,1
53029,0
53030,0
53031,1
53032,0
53033,0
53034,0
53035,1
53036,0
53037,1
53038,0
53039,0
53040,1
53041,1
53042,1
53043,1
53044,1
53045,0
53046,1
53047,0
53048,1
53049,1
53050,1
53051,1
53052,1
53053,1
53054,1
53055,1
53056,0
53057,1
53058,0
53059,0
53060,0
53061,0
53062,1
53063,0
53064,0
53065,0
53066,0
53067,0
53068,1
53069,0
53070,1
53071,1
53072,0
53073,0
53074,0
53075,0
53076,0
53077,0
53078,0
53079,0
53080,0
53081,1
53082,1
53083,0
53084,1
53085,1
53086,1
53087,1
53088,0
53089,0
53090,0
53091,0
53092,0
53093,1
53094,1
53095,0
53096,0
53097,0
53098,0
53099,1
53100,1
53101,0
53102,0
53103,1
53104,1
53105,1
53106,0
53107,0
53108,1
53109,0
53110,1
53111,1
53112,1
53113,1
53114,1
53115,0
53116,1
53117,1
53118,1
53119,1
53120,1
53121,1
53122,0
53123,0
53124,0
53125,0
53126,1
53127,1
53128,0
53129,1
53130,0
53131,1
53132,1
53133,1
53134,1
53135,0
53136,1
53137,0
53138,0
53139,1
53140,1
53141,1
53142,1
53143,0
53144,1
53145,1
53146,0
53147,0
53148,0
53149,1
53150,0
53151,1
53152,0
53153,1
53154,0
53155,1
53156,0
53157,0
53158,1
53159,0
53160,0
53161,1
53162,0
53163,1
53164,1
53165,1
53166,1
53167,0
53168,0
53169,1
53170,0
53171,0
53172,0
53173,1
53174,1
53175,0
53176,1
53177,1
53178,1
53179,0
53180,1
53181,1
53182,0
53183,1
53184,0
53185,0
53186,1
53187,0
53188,1
53189,0
53190,1
53191,1
53192,0
53193,0
53194,1
53195,1
53196,1
53197,0
53198,1
53199,1
53200,1
53201,1
53202,0
53203,1
53204,0
53205,1
53206,1
53207,0
53208,0
53209,0
53210,0
53211,1
53212,0
53213,1
53214,1
53215,0
53216,0
53217,0
53218,1
53219,1
53220,0
53221,1
53222,1
53223,0
53224,0
53225,0
53226,0
53227,0
53228,1
53229,0
53230,0
53231,0
53232,0
53233,0
53234,1
53235,0
53236,1
53237,0
53238,0
53239,0
53240,1
53241,1
53242,1
53243,0
53244,0
53245,1
53246,0
53247,1
53248,0
53249,1
53250,0
53251,1
53252,0
53253,0
53254,1
53255,0
53256,1
53257,1
53258,1
53259,0
53260,0
53261,0
53262,1
53263,1
53264,1
53265,0
53266,1
53267,1
53268,0
53269,0
53270,1
53271,1
53272,1
53273,0
53274,1
53275,1
53276,0
53277,1
53278,1
53279,1
53280,0
53281,0
53282,1
53283,1
53284,0
53285,0
53286,0
53287,0
53288,0
53289,1
53290,1
53291,0
53292,0
53293,0
53294,1
53295,1
53296,0
53297,1
53298,0
53299,0
53300,0
53301,0
53302,0
53303,0
53304,1
53305,0
53306,1
53307,0
53308,1
53309,1
53310,0
53311,0
53312,1
53313,1
53314,1
53315,0
53316,0
53317,1
53318,0
53319,1
53320,0
53321,1
53322,1
53323,0
53324,1
53325,0
53326,0
53327,0
53328,1
53329,1
53330,0
53331,0
53332,1
53333,0
53334,1
53335,0
53336,0
53337,0
53338,0
53339,1
53340,0
53341,1
53342,1
53343,0
53344,1
53345,0
53346,1
53347,0
53348,0
53349,1
53350,0
53351,0
53352,0
53353,1
53354,1
53355,0
53356,0
53357,0
53358,1
53359,1
53360,1
53361,1
53362,0
53363,1
53364,1
53365,0
53366,1
53367,1
53368,1
53369,0
53370,0
53371,0
53372,0
53373,1
53374,1
53375,0
53376,1
53377,1
53378,0
53379,0
53380,0
53381,1
53382,0
53383,1
53384,0
53385,1
53386,0
53387,0
53388,0
53389,1
53390,0
53391,0
53392,0
53393,0
53394,1
53395,0
53396,0
53397,0
53398,0
53399,1
53400,0
53401,0
53402,0
53403,0
53404,1
53405,0
53406,1
53407,0
53408,0
53409,0
53410,0
53411,1
53412,1
53413,1
53414,0
53415,0
53416,0
53417,1
53418,1
53419,1
53420,0
53421,1
53422,1
53423,1
53424,0
53425,0
53426,1
53427,1
53428,1
53429,0
53430,1
53431,1
53432,0
53433,1
53434,1
53435,0
53436,0
53437,1
53438,0
53439,0
53440,0
53441,0
53442,0
53443,1
53444,0
53445,1
53446,0
53447,0
53448,1
53449,0
53450,1
53451,1
53452,0
53453,0
53454,0
53455,1
53456,0
53457,1
53458,0
53459,1
53460,0
53461,1
53462,0
53463,0
53464,1
53465,0
53466,0
53467,1
53468,1
53469,1
53470,0
53471,0
53472,0
53473,1
53474,0
53475,0
53476,1
53477,0
53478,1
53479,1
53480,1
53481,0
53482,1
53483,1
53484,0
53485,1
53486,1
53487,1
53488,1
53489,1
53490,1
53491,0
53492,0
53493,1
53494,0
53495,0
53496,1
53497,1
53498,0
53499,0
53500,1
53501,0
53502,1
53503,1
53504,0
53505,0
53506,0
53507,0
53508,0
53509,1
53510,1
53511,1
53512,1
53513,0
53514,1
53515,0
53516,0
53517,0
53518,1
53519,0
53520,0
53521,0
53522,0
53523,0
53524,0
53525,1
53526,0
53527,0
53528,1
53529,1
53530,1
53531,0
53532,1
53533,1
53534,1
53535,1
53536,0
53537,0
53538,1
53539,1
53540,0
53541,0
53542,0
53543,1
53544,0
53545,1
53546,1
53547,1
53548,1
53549,1
53550,1
53551,0
53552,0
53553,0
53554,1
53555,1
53556,0
53557,1
53558,0
53559,0
53560,0
53561,0
53562,0
53563,1
53564,1
53565,0
53566,1
53567,0
53568,1
53569,1
53570,0
53571,1
53572,1
53573,0
53574,0
53575,1
53576,1
53577,0
53578,1
53579,0
53580,0
53581,0
53582,0
53583,1
53584,1
53585,1
53586,1
53587,0
53588,1
53589,1
53590,1
53591,1
53592,1
53593,1
53594,1
53595,1
53596,0
53597,1
53598,1
53599,0
53600,0
53601,0
53602,1
53603,0
53604,0
53605,1
53606,1
53607,1
53608,0
53609,0
53610,0
53611,0
53612,1
53613,0
53614,1
53615,0
53616,0
53617,1
53618,0
53619,0
53620,0
53621,1
53622,0
53623,0
53624,1
53625,1
53626,0
53627,1
53628,1
53629,1
53630,0
53631,0
53632,0
53633,0
53634,1
53635,1
53636,0
53637,1
53638,1
53639,0
53640,0
53641,0
53642,1
53643,0
53644,0
53645,0
53646,0
53647,0
53648,1
53649,0
53650,0
53651,1
53652,1
53653,0
53654,1
53655,0
53656,0
53657,1
53658,1
53659,1
53660,0
53661,0
53662,0
53663,0
53664,1
53665,0
53666,1
53667,0
53668,1
53669,1
53670,1
53671,1
53672,0
53673,0
53674,0
53675,1
53676,1
53677,1
53678,1
53679,0
